prompt,story_text,genre,length
A detective receives a letter with no return address.,"A detective receives a letter with no return address. Danger lurks in every corner, but hope keeps you moving.",Adventure,19
A detective receives a letter with no return address.,A detective receives a letter with no return address. The path ahead splits into choices with unknown fates.,Horror,18
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. You uncover secrets that change your destiny forever.,Fantasy,17
An old wizard offers you two potions.,An old wizard offers you two potions. The artifact in your hand begins to glow with power.,Horror,17
You find a map with an 'X' marked in the desert.,"You find a map with an 'X' marked in the desert. A new ally appears, offering wisdom and guidance.",Sci-Fi,19
The king announces a dangerous quest.,"The king announces a dangerous quest. Danger lurks in every corner, but hope keeps you moving.",Sci-Fi,16
You stumble upon a secret underground library.,You stumble upon a secret underground library. You feel a strange energy guiding your path forward.,Adventure,16
You stumble upon a secret underground library.,You stumble upon a secret underground library. The path ahead splits into choices with unknown fates.,Horror,16
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The world around you shifts into something unrecognizable.,Horror,14
An old wizard offers you two potions.,An old wizard offers you two potions. The world around you shifts into something unrecognizable.,Fantasy,15
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. Your courage is tested as the story unfolds.,Fantasy,14
A detective receives a letter with no return address.,A detective receives a letter with no return address. The path ahead splits into choices with unknown fates.,Fantasy,18
You find a map with an 'X' marked in the desert.,"You find a map with an 'X' marked in the desert. Danger lurks in every corner, but hope keeps you moving.",Horror,21
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. The world around you shifts into something unrecognizable.,Fantasy,17
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. Voices whisper promises of power and betrayal.,Fantasy,16
The king announces a dangerous quest.,The king announces a dangerous quest. The artifact in your hand begins to glow with power.,Adventure,16
You find a map with an 'X' marked in the desert.,You find a map with an 'X' marked in the desert. Your courage is tested as the story unfolds.,Sci-Fi,19
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. Voices whisper promises of power and betrayal.,Sci-Fi,16
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. Voices whisper promises of power and betrayal.,Fantasy,13
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The path ahead splits into choices with unknown fates.,Horror,15
You stumble upon a secret underground library.,You stumble upon a secret underground library. You feel a strange energy guiding your path forward.,Mystery,16
The king announces a dangerous quest.,"The king announces a dangerous quest. A new ally appears, offering wisdom and guidance.",Horror,14
A detective receives a letter with no return address.,A detective receives a letter with no return address. You feel a strange energy guiding your path forward.,Sci-Fi,18
The king announces a dangerous quest.,The king announces a dangerous quest. You feel a strange energy guiding your path forward.,Sci-Fi,15
The king announces a dangerous quest.,The king announces a dangerous quest. You feel a strange energy guiding your path forward.,Sci-Fi,15
A detective receives a letter with no return address.,A detective receives a letter with no return address. The journey takes an unexpected turn as shadows creep closer.,Fantasy,19
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. Your courage is tested as the story unfolds.,Mystery,17
You find a map with an 'X' marked in the desert.,You find a map with an 'X' marked in the desert. The journey takes an unexpected turn as shadows creep closer.,Mystery,21
An old wizard offers you two potions.,"An old wizard offers you two potions. A new ally appears, offering wisdom and guidance.",Adventure,15
You stumble upon a secret underground library.,"You stumble upon a secret underground library. Danger lurks in every corner, but hope keeps you moving.",Horror,17
The king announces a dangerous quest.,The king announces a dangerous quest. Voices whisper promises of power and betrayal.,Mystery,13
A mysterious glowing stone appears in the forest.,A mysterious glowing stone appears in the forest. The path ahead splits into choices with unknown fates.,Fantasy,17
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. The journey takes an unexpected turn as shadows creep closer.,Fantasy,19
You wake up in a haunted castle.,You wake up in a haunted castle. The journey takes an unexpected turn as shadows creep closer.,Mystery,17
You wake up in a haunted castle.,You wake up in a haunted castle. The path ahead splits into choices with unknown fates.,Sci-Fi,16
You find a map with an 'X' marked in the desert.,You find a map with an 'X' marked in the desert. The journey takes an unexpected turn as shadows creep closer.,Horror,21
A detective receives a letter with no return address.,A detective receives a letter with no return address. The artifact in your hand begins to glow with power.,Horror,19
